city_slug,immo_source_slug,lots_served_status,lots_served_reason,lots_served_observed_lots,surface_m2_status,surface_m2_reason,surface_m2_observed_lots,surface_m2_completed_lots,postal_code_status,postal_code_reason,postal_code_observed_lots,postal_code_completed_lots,civic_address_status,civic_address_reason,civic_address_observed_lots,civic_address_completed_lots,tod_applicability_status,tod_applicability_reason,tod_completion_status,tod_completion_reason,tod_completion_observed_lots,tod_completion_joined_lots,tod_completion_in_tod_lots
saint-aime,saint-aime,complete,Canonical local Immo perMuni stats row is present and reports 619 served lots.,619,complete,Local Immo stats report 619/619 lots with surface_m2.,619,619,complete,Local Immo stats report 619/619 lots with code_postal.,619,619,incomplete,Local Immo stats report 614/619 lots with civic address.,619,614,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-aime-des-lacs,saint-aime-des-lacs,complete,Canonical local Immo perMuni stats row is present and reports 1324 served lots.,1324,complete,Local Immo stats report 1324/1324 lots with surface_m2.,1324,1324,complete,Local Immo stats report 1324/1324 lots with code_postal.,1324,1324,incomplete,Local Immo stats report 1221/1324 lots with civic address.,1324,1221,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-aime-du-lac-des-iles,saint-aime-du-lac-des-iles,complete,Canonical local Immo perMuni stats row is present and reports 1517 served lots.,1517,complete,Local Immo stats report 1517/1517 lots with surface_m2.,1517,1517,complete,Local Immo stats report 1517/1517 lots with code_postal.,1517,1517,incomplete,Local Immo stats report 1380/1517 lots with civic address.,1517,1380,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-alban,saint-alban,complete,Canonical local Immo perMuni stats row is present and reports 1330 served lots.,1330,complete,Local Immo stats report 1330/1330 lots with surface_m2.,1330,1330,complete,Local Immo stats report 1330/1330 lots with code_postal.,1330,1330,incomplete,Local Immo stats report 1230/1330 lots with civic address.,1330,1230,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-albert,saint-albert,complete,Canonical local Immo perMuni stats row is present and reports 1231 served lots.,1231,complete,Local Immo stats report 1231/1231 lots with surface_m2.,1231,1231,complete,Local Immo stats report 1231/1231 lots with code_postal.,1231,1231,incomplete,Local Immo stats report 1116/1231 lots with civic address.,1231,1116,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-alexandre,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-alexandre-de-kamouraska,saint-alexandre-de-kamouraska,complete,Canonical local Immo perMuni stats row is present and reports 1956 served lots.,1956,complete,Local Immo stats report 1956/1956 lots with surface_m2.,1956,1956,complete,Local Immo stats report 1956/1956 lots with code_postal.,1956,1956,incomplete,Local Immo stats report 1764/1956 lots with civic address.,1956,1764,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-alexandre-des-lacs,saint-alexandre-des-lacs,complete,Canonical local Immo perMuni stats row is present and reports 515 served lots.,515,complete,Local Immo stats report 515/515 lots with surface_m2.,515,515,complete,Local Immo stats report 515/515 lots with code_postal.,515,515,incomplete,Local Immo stats report 445/515 lots with civic address.,515,445,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-alexis,saint-alexis,complete,Canonical local Immo perMuni stats row is present and reports 1060 served lots.,1060,complete,Local Immo stats report 1060/1060 lots with surface_m2.,1060,1060,complete,Local Immo stats report 1060/1060 lots with code_postal.,1060,1060,incomplete,Local Immo stats report 1058/1060 lots with civic address.,1060,1058,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-alexis-de-matapedia,saint-alexis-de-matapedia,complete,Canonical local Immo perMuni stats row is present and reports 762 served lots.,762,complete,Local Immo stats report 762/762 lots with surface_m2.,762,762,complete,Local Immo stats report 762/762 lots with code_postal.,762,762,incomplete,Local Immo stats report 756/762 lots with civic address.,762,756,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-alexis-des-monts,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-alfred,saint-alfred,complete,Canonical local Immo perMuni stats row is present and reports 817 served lots.,817,complete,Local Immo stats report 817/817 lots with surface_m2.,817,817,complete,Local Immo stats report 817/817 lots with code_postal.,817,817,incomplete,Local Immo stats report 808/817 lots with civic address.,817,808,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-alphonse,saint-alphonse,complete,Canonical local Immo perMuni stats row is present and reports 906 served lots.,906,complete,Local Immo stats report 906/906 lots with surface_m2.,906,906,complete,Local Immo stats report 906/906 lots with code_postal.,906,906,incomplete,Local Immo stats report 898/906 lots with civic address.,906,898,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-alphonse-de-granby,saint-alphonse-de-granby,complete,Canonical local Immo perMuni stats row is present and reports 2249 served lots.,2249,complete,Local Immo stats report 2249/2249 lots with surface_m2.,2249,2249,complete,Local Immo stats report 2249/2249 lots with code_postal.,2249,2249,incomplete,Local Immo stats report 2194/2249 lots with civic address.,2249,2194,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-alphonse-rodriguez,saint-alphonse-rodriguez,complete,Canonical local Immo perMuni stats row is present and reports 5477 served lots.,5477,complete,Local Immo stats report 5477/5477 lots with surface_m2.,5477,5477,complete,Local Immo stats report 5477/5477 lots with code_postal.,5477,5477,incomplete,Local Immo stats report 5263/5477 lots with civic address.,5477,5263,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-amable,saint-amable,complete,Canonical local Immo perMuni stats row is present and reports 5213 served lots.,5213,complete,Local Immo stats report 5213/5213 lots with surface_m2.,5213,5213,complete,Local Immo stats report 5213/5213 lots with code_postal.,5213,5213,incomplete,Local Immo stats report 5119/5213 lots with civic address.,5213,5119,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-ambroise,saint-ambroise,complete,Canonical local Immo perMuni stats row is present and reports 2785 served lots.,2785,complete,Local Immo stats report 2785/2785 lots with surface_m2.,2785,2785,complete,Local Immo stats report 2785/2785 lots with code_postal.,2785,2785,incomplete,Local Immo stats report 2595/2785 lots with civic address.,2785,2595,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-ambroise-de-kildare,saint-ambroise-de-kildare,complete,Canonical local Immo perMuni stats row is present and reports 2472 served lots.,2472,complete,Local Immo stats report 2472/2472 lots with surface_m2.,2472,2472,complete,Local Immo stats report 2472/2472 lots with code_postal.,2472,2472,incomplete,Local Immo stats report 2433/2472 lots with civic address.,2472,2433,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-anaclet-de-lessard,saint-anaclet-de-lessard,complete,Canonical local Immo perMuni stats row is present and reports 2310 served lots.,2310,complete,Local Immo stats report 2310/2310 lots with surface_m2.,2310,2310,complete,Local Immo stats report 2310/2310 lots with code_postal.,2310,2310,incomplete,Local Immo stats report 2137/2310 lots with civic address.,2310,2137,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-andre-avellin,saint-andre-avellin,complete,Canonical local Immo perMuni stats row is present and reports 2419 served lots.,2419,complete,Local Immo stats report 2419/2419 lots with surface_m2.,2419,2419,complete,Local Immo stats report 2419/2419 lots with code_postal.,2419,2419,incomplete,Local Immo stats report 2252/2419 lots with civic address.,2419,2252,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-andre-dargenteuil,saint-andre-dargenteuil,complete,Canonical local Immo perMuni stats row is present and reports 3224 served lots.,3224,complete,Local Immo stats report 3224/3224 lots with surface_m2.,3224,3224,complete,Local Immo stats report 3224/3224 lots with code_postal.,3224,3224,incomplete,Local Immo stats report 3198/3224 lots with civic address.,3224,3198,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-andre-de-kamouraska,saint-andre-de-kamouraska,complete,Canonical local Immo perMuni stats row is present and reports 709 served lots.,709,complete,Local Immo stats report 709/709 lots with surface_m2.,709,709,complete,Local Immo stats report 709/709 lots with code_postal.,709,709,incomplete,Local Immo stats report 636/709 lots with civic address.,709,636,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-andre-de-restigouche,saint-andre-de-restigouche,complete,Canonical local Immo perMuni stats row is present and reports 404 served lots.,404,complete,Local Immo stats report 404/404 lots with surface_m2.,404,404,complete,Local Immo stats report 404/404 lots with code_postal.,404,404,incomplete,Local Immo stats report 397/404 lots with civic address.,404,397,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-andre-du-lac-saint-jean,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-anicet,saint-anicet,complete,Canonical local Immo perMuni stats row is present and reports 2874 served lots.,2874,complete,Local Immo stats report 2874/2874 lots with surface_m2.,2874,2874,complete,Local Immo stats report 2874/2874 lots with code_postal.,2874,2874,incomplete,Local Immo stats report 2769/2874 lots with civic address.,2874,2769,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-anselme,saint-anselme,complete,Canonical local Immo perMuni stats row is present and reports 2882 served lots.,2882,complete,Local Immo stats report 2882/2882 lots with surface_m2.,2882,2882,complete,Local Immo stats report 2882/2882 lots with code_postal.,2882,2882,incomplete,Local Immo stats report 2591/2882 lots with civic address.,2882,2591,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-antoine-de-lisle-aux-grues,saint-antoine-de-lisle-aux-grues,complete,Canonical local Immo perMuni stats row is present and reports 396 served lots.,396,complete,Local Immo stats report 396/396 lots with surface_m2.,396,396,complete,Local Immo stats report 396/396 lots with code_postal.,396,396,incomplete,Local Immo stats report 360/396 lots with civic address.,396,360,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-antoine-de-tilly,saint-antoine-de-tilly,complete,Canonical local Immo perMuni stats row is present and reports 1620 served lots.,1620,complete,Local Immo stats report 1620/1620 lots with surface_m2.,1620,1620,complete,Local Immo stats report 1620/1620 lots with code_postal.,1620,1620,incomplete,Local Immo stats report 1491/1620 lots with civic address.,1620,1491,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-antoine-sur-richelieu,saint-antoine-sur-richelieu,complete,Canonical local Immo perMuni stats row is present and reports 1307 served lots.,1307,complete,Local Immo stats report 1307/1307 lots with surface_m2.,1307,1307,complete,Local Immo stats report 1307/1307 lots with code_postal.,1307,1307,incomplete,Local Immo stats report 1298/1307 lots with civic address.,1307,1298,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-antonin,saint-antonin,complete,Canonical local Immo perMuni stats row is present and reports 1868 served lots.,1868,complete,Local Immo stats report 1868/1868 lots with surface_m2.,1868,1868,complete,Local Immo stats report 1868/1868 lots with code_postal.,1868,1868,incomplete,Local Immo stats report 1640/1868 lots with civic address.,1868,1640,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-apollinaire,saint-apollinaire,complete,Canonical local Immo perMuni stats row is present and reports 5371 served lots.,5371,complete,Local Immo stats report 5371/5371 lots with surface_m2.,5371,5371,complete,Local Immo stats report 5371/5371 lots with code_postal.,5371,5371,incomplete,Local Immo stats report 4827/5371 lots with civic address.,5371,4827,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-armand,saint-armand,complete,Canonical local Immo perMuni stats row is present and reports 1024 served lots.,1024,complete,Local Immo stats report 1024/1024 lots with surface_m2.,1024,1024,complete,Local Immo stats report 1024/1024 lots with code_postal.,1024,1024,incomplete,Local Immo stats report 1020/1024 lots with civic address.,1024,1020,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-arsene,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-athanase,saint-athanase,complete,Canonical local Immo perMuni stats row is present and reports 428 served lots.,428,complete,Local Immo stats report 428/428 lots with surface_m2.,428,428,complete,Local Immo stats report 428/428 lots with code_postal.,428,428,incomplete,Local Immo stats report 384/428 lots with civic address.,428,384,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-aubert,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-augustin--le-golfe-du-saint-laurent,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-augustin--maria-chapdelaine,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-augustin-de-desmaures,saint-augustin-de-desmaures,complete,Canonical local Immo perMuni stats row is present and reports 5092 served lots.,5092,complete,Local Immo stats report 5092/5092 lots with surface_m2.,5092,5092,complete,Local Immo stats report 5092/5092 lots with code_postal.,5092,5092,incomplete,Local Immo stats report 4557/5092 lots with civic address.,5092,4557,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-augustin-de-woburn,saint-augustin-de-woburn,complete,Canonical local Immo perMuni stats row is present and reports 863 served lots.,863,complete,Local Immo stats report 863/863 lots with surface_m2.,863,863,complete,Local Immo stats report 863/863 lots with code_postal.,863,863,incomplete,Local Immo stats report 779/863 lots with civic address.,863,779,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-barnabe,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-barnabe-sud,saint-barnabe-sud,complete,Canonical local Immo perMuni stats row is present and reports 681 served lots.,681,complete,Local Immo stats report 681/681 lots with surface_m2.,681,681,complete,Local Immo stats report 681/681 lots with code_postal.,681,681,incomplete,Local Immo stats report 607/681 lots with civic address.,681,607,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-barthelemy,saint-barthelemy,complete,Canonical local Immo perMuni stats row is present and reports 2066 served lots.,2066,complete,Local Immo stats report 2066/2066 lots with surface_m2.,2066,2066,complete,Local Immo stats report 2066/2066 lots with code_postal.,2066,2066,incomplete,Local Immo stats report 2054/2066 lots with civic address.,2066,2054,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-basile,saint-basile,complete,Canonical local Immo perMuni stats row is present and reports 2380 served lots.,2380,complete,Local Immo stats report 2380/2380 lots with surface_m2.,2380,2380,complete,Local Immo stats report 2380/2380 lots with code_postal.,2380,2380,incomplete,Local Immo stats report 2185/2380 lots with civic address.,2380,2185,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-basile-le-grand,saint-basile-le-grand,complete,Canonical local Immo perMuni stats row is present and reports 10312 served lots.,10312,complete,Local Immo stats report 10312/10312 lots with surface_m2.,10312,10312,complete,Local Immo stats report 10312/10312 lots with code_postal.,10312,10312,incomplete,Local Immo stats report 10170/10312 lots with civic address.,10312,10170,complete,The local coverage matrix declares TOD scope with status done.,incomplete,Local Immo stats report the TOD join is absent: 0/10312 lots joined (0 lots in TOD).,10312,0,0
saint-benjamin,saint-benjamin,complete,Canonical local Immo perMuni stats row is present and reports 1065 served lots.,1065,complete,Local Immo stats report 1065/1065 lots with surface_m2.,1065,1065,complete,Local Immo stats report 1065/1065 lots with code_postal.,1065,1065,incomplete,Local Immo stats report 932/1065 lots with civic address.,1065,932,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-benoit-du-lac,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-benoit-labre,saint-benoit-labre,complete,Canonical local Immo perMuni stats row is present and reports 1710 served lots.,1710,complete,Local Immo stats report 1710/1710 lots with surface_m2.,1710,1710,complete,Local Immo stats report 1710/1710 lots with code_postal.,1710,1710,incomplete,Local Immo stats report 1539/1710 lots with civic address.,1710,1539,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-bernard,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-bernard-de-lacolle,saint-bernard-de-lacolle,complete,Canonical local Immo perMuni stats row is present and reports 1136 served lots.,1136,complete,Local Immo stats report 1136/1136 lots with surface_m2.,1136,1136,complete,Local Immo stats report 1136/1136 lots with code_postal.,1136,1136,incomplete,Local Immo stats report 1131/1136 lots with civic address.,1136,1131,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-bernard-de-michaudville,saint-bernard-de-michaudville,complete,Canonical local Immo perMuni stats row is present and reports 644 served lots.,644,complete,Local Immo stats report 644/644 lots with surface_m2.,644,644,complete,Local Immo stats report 644/644 lots with code_postal.,644,644,incomplete,Local Immo stats report 596/644 lots with civic address.,644,596,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-blaise-sur-richelieu,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-bonaventure,saint-bonaventure,complete,Canonical local Immo perMuni stats row is present and reports 1104 served lots.,1104,complete,Local Immo stats report 1104/1104 lots with surface_m2.,1104,1104,complete,Local Immo stats report 1104/1104 lots with code_postal.,1104,1104,incomplete,Local Immo stats report 1013/1104 lots with civic address.,1104,1013,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-boniface,saint-boniface,complete,Canonical local Immo perMuni stats row is present and reports 3842 served lots.,3842,complete,Local Immo stats report 3842/3842 lots with surface_m2.,3842,3842,complete,Local Immo stats report 3842/3842 lots with code_postal.,3842,3842,incomplete,Local Immo stats report 3817/3842 lots with civic address.,3842,3817,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-bruno,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-bruno-de-guigues,saint-bruno-de-guigues,complete,Canonical local Immo perMuni stats row is present and reports 1409 served lots.,1409,complete,Local Immo stats report 1409/1409 lots with surface_m2.,1409,1409,complete,Local Immo stats report 1409/1409 lots with code_postal.,1409,1409,incomplete,Local Immo stats report 1268/1409 lots with civic address.,1409,1268,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-bruno-de-kamouraska,saint-bruno-de-kamouraska,complete,Canonical local Immo perMuni stats row is present and reports 1552 served lots.,1552,complete,Local Immo stats report 1552/1552 lots with surface_m2.,1552,1552,complete,Local Immo stats report 1552/1552 lots with code_postal.,1552,1552,incomplete,Local Immo stats report 1407/1552 lots with civic address.,1552,1407,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-bruno-de-montarville,saint-bruno-de-montarville,complete,Canonical local Immo perMuni stats row is present and reports 10261 served lots.,10261,complete,Local Immo stats report 10261/10261 lots with surface_m2.,10261,10261,complete,Local Immo stats report 10261/10261 lots with code_postal.,10261,10261,incomplete,Local Immo stats report 9228/10261 lots with civic address.,10261,9228,complete,The local coverage matrix declares TOD scope with status done.,incomplete,Local Immo stats report the TOD join is absent: 0/10261 lots joined (0 lots in TOD).,10261,0,0
saint-calixte,saint-calixte,complete,Canonical local Immo perMuni stats row is present and reports 6937 served lots.,6937,complete,Local Immo stats report 6937/6937 lots with surface_m2.,6937,6937,complete,Local Immo stats report 6937/6937 lots with code_postal.,6937,6937,incomplete,Local Immo stats report 6867/6937 lots with civic address.,6937,6867,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-camille,saint-camille,complete,Canonical local Immo perMuni stats row is present and reports 549 served lots.,549,complete,Local Immo stats report 549/549 lots with surface_m2.,549,549,complete,Local Immo stats report 549/549 lots with code_postal.,549,549,incomplete,Local Immo stats report 543/549 lots with civic address.,549,543,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-camille-de-lellis,saint-camille-de-lellis,complete,Canonical local Immo perMuni stats row is present and reports 930 served lots.,930,complete,Local Immo stats report 930/930 lots with surface_m2.,930,930,complete,Local Immo stats report 930/930 lots with code_postal.,930,930,incomplete,Local Immo stats report 859/930 lots with civic address.,930,859,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-casimir,saint-casimir,complete,Canonical local Immo perMuni stats row is present and reports 1672 served lots.,1672,complete,Local Immo stats report 1672/1672 lots with surface_m2.,1672,1672,complete,Local Immo stats report 1672/1672 lots with code_postal.,1672,1672,incomplete,Local Immo stats report 1481/1672 lots with civic address.,1672,1481,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-celestin--nicolet-yamaska,saint-celestin--nicolet-yamaska,complete,Canonical local Immo perMuni stats row is present and reports 677 served lots.,677,complete,Local Immo stats report 677/677 lots with surface_m2.,677,677,complete,Local Immo stats report 677/677 lots with code_postal.,677,677,incomplete,Local Immo stats report 612/677 lots with civic address.,677,612,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-celestin--nicolet-yamaska--2,saint-celestin--nicolet-yamaska--2,complete,Canonical local Immo perMuni stats row is present and reports 721 served lots.,721,complete,Local Immo stats report 721/721 lots with surface_m2.,721,721,complete,Local Immo stats report 721/721 lots with code_postal.,721,721,incomplete,Local Immo stats report 649/721 lots with civic address.,721,649,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-cesaire,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-charles-borromee,saint-charles-borromee,complete,Canonical local Immo perMuni stats row is present and reports 5120 served lots.,5120,complete,Local Immo stats report 5120/5120 lots with surface_m2.,5120,5120,complete,Local Immo stats report 5120/5120 lots with code_postal.,5120,5120,incomplete,Local Immo stats report 5021/5120 lots with civic address.,5120,5021,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-charles-de-bellechasse,saint-charles-de-bellechasse,complete,Canonical local Immo perMuni stats row is present and reports 2386 served lots.,2386,complete,Local Immo stats report 2386/2386 lots with surface_m2.,2386,2386,complete,Local Immo stats report 2386/2386 lots with code_postal.,2386,2386,incomplete,Local Immo stats report 2215/2386 lots with civic address.,2386,2215,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
